"";"Chemin";"Positions";"Distance"
"ID3847";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin...";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733";3054,07272569274
"Vladivostok46";"Yekaterin... - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"2172;-1733|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";3307,22090364391
"Vladivostok47";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - Yekaterin...";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2172;-1733";3307,22090364391
"ID4046";"Yekaterin... - ID40";"2172;-1733|2380;-1670";217,331543959914
"ID4047";"ID40 - Yekaterin...";"2380;-1670|2172;-1733";217,331543959914
"ID4146";"Yekaterin... - ID40 - ID41";"2172;-1733|2380;-1670|2517;-1715";361,532792220808
"ID4147";"ID41 - ID40 - Yekaterin...";"2517;-1715|2380;-1670|2172;-1733";361,532792220808
"Novosibirsk48";"Omsk - Novosibirsk";"2595;-1855|2926;-1834";331,665494135281
"Novosibirsk49";"Novosibirsk - Omsk";"2926;-1834|2595;-1855";331,665494135281
"Irkustk48";"Omsk - Novosibirsk - ID31 - Irkustk";"2595;-1855|2926;-1834|3609;-1901|3709;-2026";1178,02196924793
"Irkustk49";"Irkustk - ID31 - Novosibirsk - Omsk";"3709;-2026|3609;-1901|2926;-1834|2595;-1855";1178,02196924793
"ID3149";"Omsk - Novosibirsk - ID31";"2595;-1855|2926;-1834|3609;-1901";1017,9438633121
"ID3150";"ID31 - Novosibirsk - Omsk";"3609;-1901|2926;-1834|2595;-1855";1017,9438633121
"ID3248";"Omsk - Novosibirsk - ID31 - Irkustk - ID32";"2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";1678,62660366515
"ID3249";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855";1678,62660366515
"ID3348";"Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";1857,50365641368
"ID3349";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855";1857,50365641368
"ID3448";"Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";2113,82571945157
"ID3449";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855";2113,82571945157
"ID3548";"Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";2187,58207510991
"ID3549";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855";2187,58207510991
"ID3648";"Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";2407,50251526953
"ID3649";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855";2407,50251526953
"Khabarovsk48";"Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";2518,22739955486
"Khabarovsk49";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855";2518,22739955486
"ID3848";"Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";2613,83074677659
"ID3849";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855";2613,83074677659
"Vladivostok48";"Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";2866,97892472777
"Vladivostok49";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855";2866,97892472777
"ID4048";"Omsk - ID41 - ID40";"2595;-1855|2517;-1715|2380;-1670";304,463533281419
"ID4049";"ID40 - ID41 - Omsk";"2380;-1670|2517;-1715|2595;-1855";304,463533281419
"ID4148";"Omsk - ID41";"2595;-1855|2517;-1715";160,262285020525
"ID4149";"ID41 - Omsk";"2517;-1715|2595;-1855";160,262285020525
"Irkustk50";"Novosibirsk - ID31 - Irkustk";"2926;-1834|3609;-1901|3709;-2026";846,356475112644
"Irkustk51";"Irkustk - ID31 - Novosibirsk";"3709;-2026|3609;-1901|2926;-1834";846,356475112644
"ID3151";"Novosibirsk - ID31";"2926;-1834|3609;-1901";686,278369176823
"ID3152";"ID31 - Novosibirsk";"3609;-1901|2926;-1834";686,278369176823
"ID3250";"Novosibirsk - ID31 - Irkustk - ID32";"2926;-1834|3609;-1901|3709;-2026|4207;-2077";1346,96110952987
"ID3251";"ID32 - Irkustk - ID31 - Novosibirsk";"4207;-2077|3709;-2026|3609;-1901|2926;-1834";1346,96110952987
"ID3350";"Novosibirsk - ID31 - Irkustk - ID32 - ID33";"2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";1525,83816227839
"ID3351";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834";1525,83816227839
"ID3450";"Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";1782,16022531628
"ID3451";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834";1782,16022531628
"ID3550";"Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";1855,91658097463
"ID3551";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834";1855,91658097463
"ID3650";"Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";2075,83702113425
"ID3651";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834";2075,83702113425
"Khabarovsk50";"Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";2186,56190541958
"Khabarovsk51";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834";2186,56190541958
"ID3850";"Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";2282,16525264131
"ID3851";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834";2282,16525264131
"Vladivostok50";"Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";2535,31343059249
"Vladivostok51";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834";2535,31343059249
"ID4050";"Novosibirsk - Omsk - ID41 - ID40";"2926;-1834|2595;-1855|2517;-1715|2380;-1670";636,1290274167
"ID4051";"ID40 - ID41 - Omsk - Novosibirsk";"2380;-1670|2517;-1715|2595;-1855|2926;-1834";636,1290274167
"ID4150";"Novosibirsk - Omsk - ID41";"2926;-1834|2595;-1855|2517;-1715";491,927779155806
"ID4151";"ID41 - Omsk - Novosibirsk";"2517;-1715|2595;-1855|2926;-1834";491,927779155806
"ID3153";"Irkustk - ID31";"3709;-2026|3609;-1901";160,078105935821
"ID3154";"ID31 - Irkustk";"3609;-1901|3709;-2026";160,078105935821
"ID3252";"Irkustk - ID32";"3709;-2026|4207;-2077";500,604634417222
"ID3253";"ID32 - Irkustk";"4207;-2077|3709;-2026";500,604634417222
"ID3352";"Irkustk - ID32 - ID33";"3709;-2026|4207;-2077|4298;-1923";679,48168716575
"ID3353";"ID33 - ID32 - Irkustk";"4298;-1923|4207;-2077|3709;-2026";679,48168716575
"ID3452";"Irkustk - ID32 - ID33 - ID34";"3709;-2026|4207;-2077|4298;-1923|4553;-1949";935,80375020364
"ID3453";"ID34 - ID33 - ID32 - Irkustk";"4553;-1949|4298;-1923|4207;-2077|3709;-2026";935,80375020364
"ID3552";"Irkustk - ID32 - ID33 - ID34 - ID35";"3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";1009,56010586198
"ID3553";"ID35 - ID34 - ID33 - ID32 - Irkustk";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026";1009,56010586198
"ID3652";"Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";1229,4805460216
"ID3653";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026";1229,4805460216
"Khabarovsk52";"Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";1340,20543030693
"Khabarovsk53";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026";1340,20543030693
"ID3852";"Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";1435,80877752867
"ID3853";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026";1435,80877752867
"Vladivostok52";"Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";1688,95695547984
"Vladivostok53";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026";1688,95695547984
"ID4052";"Irkustk - ID31 - Novosibirsk - Omsk - ID41 - ID40";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|2517;-1715|2380;-1670";1482,48550252934
"ID4053";"ID40 - ID41 - Omsk - Novosibirsk - ID31 - Irkustk";"2380;-1670|2517;-1715|2595;-1855|2926;-1834|3609;-1901|3709;-2026";1482,48550252934
"ID4152";"Irkustk - ID31 - Novosibirsk - Omsk - ID41";"3709;-2026|3609;-1901|2926;-1834|2595;-1855|2517;-1715";1338,28425426845
"ID4153";"ID41 - Omsk - Novosibirsk - ID31 - Irkustk";"2517;-1715|2595;-1855|2926;-1834|3609;-1901|3709;-2026";1338,28425426845
"ID3254";"ID31 - Irkustk - ID32";"3609;-1901|3709;-2026|4207;-2077";660,682740353043
"ID3255";"ID32 - Irkustk - ID31";"4207;-2077|3709;-2026|3609;-1901";660,682740353043
"ID3354";"ID31 - Irkustk - ID32 - ID33";"3609;-1901|3709;-2026|4207;-2077|4298;-1923";839,559793101572
"ID3355";"ID33 - ID32 - Irkustk - ID31";"4298;-1923|4207;-2077|3709;-2026|3609;-1901";839,559793101572
"ID3454";"ID31 - Irkustk - ID32 - ID33 - ID34";"3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";1095,88185613946
"ID3455";"ID34 - ID33 - ID32 - Irkustk - ID31";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901";1095,88185613946
"ID3554";"ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";1169,6382117978
"ID3555";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901";1169,6382117978
"ID3654";"ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36";"3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";1389,55865195742
"ID3655";"ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901";1389,55865195742
"Khabarovsk54";"ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";1500,28353624275
"Khabarovsk55";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901";1500,28353624275
"ID3854";"ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";1595,88688346449
"ID3855";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901";1595,88688346449
"Vladivostok54";"ID31 - Irkustk - ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";1849,03506141567
"Vladivostok55";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32 - Irkustk - ID31";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901";1849,03506141567
"ID4054";"ID31 - Novosibirsk - Omsk - ID41 - ID40";"3609;-1901|2926;-1834|2595;-1855|2517;-1715|2380;-1670";1322,40739659352
"ID4055";"ID40 - ID41 - Omsk - Novosibirsk - ID31";"2380;-1670|2517;-1715|2595;-1855|2926;-1834|3609;-1901";1322,40739659352
"ID4154";"ID31 - Novosibirsk - Omsk - ID41";"3609;-1901|2926;-1834|2595;-1855|2517;-1715";1178,20614833263
"ID4155";"ID41 - Omsk - Novosibirsk - ID31";"2517;-1715|2595;-1855|2926;-1834|3609;-1901";1178,20614833263
"ID3356";"ID32 - ID33";"4207;-2077|4298;-1923";178,877052748529
"ID3357";"ID33 - ID32";"4298;-1923|4207;-2077";178,877052748529
"ID3456";"ID32 - ID33 - ID34";"4207;-2077|4298;-1923|4553;-1949";435,199115786419
"ID3457";"ID34 - ID33 - ID32";"4553;-1949|4298;-1923|4207;-2077";435,199115786419
"ID3556";"ID32 - ID33 - ID34 - ID35";"4207;-2077|4298;-1923|4553;-1949|4569;-2021";508,955471444762
"ID3557";"ID35 - ID34 - ID33 - ID32";"4569;-2021|4553;-1949|4298;-1923|4207;-2077";508,955471444762
"ID3656";"ID32 - ID33 - ID34 - ID35 - ID36";"4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178";728,87591160438
"ID3657";"ID36 - ID35 - ID34 - ID33 - ID32";"4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077";728,87591160438
"Khabarovsk56";"ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk";"4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";839,600795889711
"Khabarovsk57";"Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077";839,600795889711
"ID3856";"ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";935,204143111448
"ID3857";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077";935,204143111448
"Vladivostok56";"ID32 - ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"4207;-2077|4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";1188,35232106262
"Vladivostok57";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33 - ID32";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923|4207;-2077";1188,35232106262
"ID4056";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - ID41 - ID40";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2517;-1715|2380;-1670";1983,09013694657
"ID4057";"ID40 - ID41 - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"2380;-1670|2517;-1715|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";1983,09013694657
"ID4156";"ID32 - Irkustk - ID31 - Novosibirsk - Omsk - ID41";"4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2517;-1715";1838,88888868567
"ID4157";"ID41 - Omsk - Novosibirsk - ID31 - Irkustk - ID32";"2517;-1715|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077";1838,88888868567
"ID3458";"ID33 - ID34";"4298;-1923|4553;-1949";256,32206303789
"ID3459";"ID34 - ID33";"4553;-1949|4298;-1923";256,32206303789
"ID3558";"ID33 - ID34 - ID35";"4298;-1923|4553;-1949|4569;-2021";330,078418696233
"ID3559";"ID35 - ID34 - ID33";"4569;-2021|4553;-1949|4298;-1923";330,078418696233
"ID3658";"ID33 - ID34 - ID35 - ID36";"4298;-1923|4553;-1949|4569;-2021|4723;-2178";549,998858855851
"ID3659";"ID36 - ID35 - ID34 - ID33";"4723;-2178|4569;-2021|4553;-1949|4298;-1923";549,998858855851
"Khabarovsk58";"ID33 - ID34 - ID35 - ID36 - Khabarovsk";"4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146";660,723743141182
"Khabarovsk59";"Khabarovsk - ID36 - ID35 - ID34 - ID33";"4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923";660,723743141182
"ID3858";"ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38";"4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";756,327090362919
"ID3859";"ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923";756,327090362919
"Vladivostok58";"ID33 - ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"4298;-1923|4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";1009,47526831409
"Vladivostok59";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34 - ID33";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949|4298;-1923";1009,47526831409
"ID4058";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - ID41 - ID40";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2517;-1715|2380;-1670";2161,96718969509
"ID4059";"ID40 - ID41 - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"2380;-1670|2517;-1715|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";2161,96718969509
"ID4158";"ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - ID41";"4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2517;-1715";2017,7659414342
"ID4159";"ID41 - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33";"2517;-1715|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923";2017,7659414342
"ID3560";"ID34 - ID35";"4553;-1949|4569;-2021";73,7563556583431
"ID3561";"ID35 - ID34";"4569;-2021|4553;-1949";73,7563556583431
"ID3660";"ID34 - ID35 - ID36";"4553;-1949|4569;-2021|4723;-2178";293,676795817961
"ID3661";"ID36 - ID35 - ID34";"4723;-2178|4569;-2021|4553;-1949";293,676795817961
"Khabarovsk60";"ID34 - ID35 - ID36 - Khabarovsk";"4553;-1949|4569;-2021|4723;-2178|4829;-2146";404,401680103292
"Khabarovsk61";"Khabarovsk - ID36 - ID35 - ID34";"4829;-2146|4723;-2178|4569;-2021|4553;-1949";404,401680103292
"ID3860";"ID34 - ID35 - ID36 - Khabarovsk - ID38";"4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222";500,005027325029
"ID3861";"ID38 - Khabarovsk - ID36 - ID35 - ID34";"4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949";500,005027325029
"Vladivostok60";"ID34 - ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"4553;-1949|4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";753,153205276205
"Vladivostok61";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35 - ID34";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021|4553;-1949";753,153205276205
"ID4060";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - ID41 - ID40";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2517;-1715|2380;-1670";2418,28925273298
"ID4061";"ID40 - ID41 - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"2380;-1670|2517;-1715|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";2418,28925273298
"ID4160";"ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - ID41";"4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2517;-1715";2274,08800447209
"ID4161";"ID41 - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34";"2517;-1715|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949";2274,08800447209
"ID3662";"ID35 - ID36";"4569;-2021|4723;-2178";219,920440159618
"ID3663";"ID36 - ID35";"4723;-2178|4569;-2021";219,920440159618
"Khabarovsk62";"ID35 - ID36 - Khabarovsk";"4569;-2021|4723;-2178|4829;-2146";330,645324444949
"Khabarovsk63";"Khabarovsk - ID36 - ID35";"4829;-2146|4723;-2178|4569;-2021";330,645324444949
"ID3862";"ID35 - ID36 - Khabarovsk - ID38";"4569;-2021|4723;-2178|4829;-2146|4887;-2222";426,248671666686
"ID3863";"ID38 - Khabarovsk - ID36 - ID35";"4887;-2222|4829;-2146|4723;-2178|4569;-2021";426,248671666686
"Vladivostok62";"ID35 - ID36 - Khabarovsk - ID38 - Vladivostok";"4569;-2021|4723;-2178|4829;-2146|4887;-2222|4777;-2450";679,396849617861
"Vladivostok63";"Vladivostok - ID38 - Khabarovsk - ID36 - ID35";"4777;-2450|4887;-2222|4829;-2146|4723;-2178|4569;-2021";679,396849617861
"ID4062";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - ID41 - ID40";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2517;-1715|2380;-1670";2492,04560839133
"ID4063";"ID40 - ID41 - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"2380;-1670|2517;-1715|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";2492,04560839133
"ID4162";"ID35 - ID34 - ID33 - ID32 - Irkustk - ID31 - Novosibirsk - Omsk - ID41";"4569;-2021|4553;-1949|4298;-1923|4207;-2077|3709;-2026|3609;-1901|2926;-1834|2595;-1855|2517;-1715";2347,84436013043
"ID4163";"ID41 - Omsk - Novosibirsk - ID31 - Irkustk - ID32 - ID33 - ID34 - ID35";"2517;-1715|2595;-1855|2926;-1834|3609;-1901|3709;-2026|4207;-2077|4298;-1923|4553;-1949|4569;-2021";2347,84436013043
